BusinessEntityID,NationalIDNumber,LoginID,OrganizationNode,OrganizationLevel,JobTitle,BirthDate,MaritalStatus,Gender,HireDate,SalariedFlag,VacationHours,SickLeaveHours,CurrentFlag,rowguid,ModifiedDate,extraction_date
20881,999440680,adventure-works\mary20881,,,Production Technician - WC10,1986-09-19,M,F,2009-12-25,false,94,67,true,89E3D36B-3542-4D9C-84B4-7DA9D29B44C7,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20882,999440681,adventure-works\kevin20882,,,Production Technician - WC10,1986-09-19,S,M,2009-12-25,false,90,65,true,18DC6CA2-D8D6-4C00-A252-7644E212A3C1,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20883,999440682,adventure-works\john20883,,,Production Technician - WC10,1986-09-28,S,M,2010-02-27,false,92,66,true,597DF7C3-0DB4-4219-860C-7FCF4334FE34,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20884,999440683,adventure-works\christopher20884,,,Production Technician - WC10,1986-10-01,M,M,2010-02-08,false,91,65,true,DFA46553-7442-4FCD-AB95-6F5AF14A588F,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20885,999440684,adventure-works\jinghao20885,,,Production Supervisor - WC50,1989-02-05,S,M,2008-12-08,false,77,58,true,E39D4EC9-55F0-4DE9-917B-C032F975003C,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20886,999440685,adventure-works\alice20886,,,Production Technician - WC50,1978-01-26,M,F,2008-12-07,false,95,67,true,D63CFE50-9F81-48C1-9BAC-7D6F8F94BE30,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20887,999440686,adventure-works\jun20887,,,Production Technician - WC50,1979-07-06,S,M,2008-12-14,false,90,65,true,3E441B6A-4C2A-41BC-B583-668B8E13D5BC,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20888,999440687,adventure-works\suroor20888,,,Production Technician - WC50,1978-02-25,S,M,2008-12-17,false,93,66,true,3F423720-5061-4D65-9915-33CE452F04F7,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20889,999440688,adventure-works\john20889,,,Production Technician - WC50,1978-05-31,S,M,2009-01-01,false,91,65,true,977F0ABC-D0B7-46C7-BC94-A8235465B6BB,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20890,999440689,adventure-works\linda20890,,,Production Technician - WC50,1987-07-17,M,F,2008-12-25,false,96,68,true,7242E620-104B-492D-AB90-B191D5EE11E8,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20891,999440690,adventure-works\mindaugas20891,,,Production Technician - WC50,1978-05-07,M,M,2009-01-13,false,97,68,true,F237C657-7093-4690-A9B7-9DADAAAED029,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20892,999440691,adventure-works\angela20892,,,Production Technician - WC50,1991-05-31,S,F,2009-01-20,false,92,66,true,AD20AEF3-C257-4E2E-BF4A-8468DDF5A684,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20893,999440692,adventure-works\michael20893,,,Production Technician - WC50,1974-05-03,S,M,2009-01-31,false,98,69,true,5801EF64-495A-4739-A9DF-833C47C7DD02,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20894,999440693,adventure-works\chad20894,,,Production Technician - WC50,1990-08-04,M,M,2009-02-18,false,99,69,true,C5F3CD81-F4BB-4B72-85F3-BB9F0FED51BE,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20895,999440694,adventure-works\don20895,,,Production Technician - WC50,1971-06-13,M,M,2009-02-13,false,88,64,true,4C5FF640-AAEA-47E0-B8F1-977A16171FCC,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20896,999440695,adventure-works\michael20896,,,Production Technician - WC50,1989-06-15,S,M,2009-02-25,false,94,67,true,0E741A03-F1CA-448D-B637-254DA4874BAF,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20897,999440696,adventure-works\kitti20897,,,Production Technician - WC50,1987-06-06,S,F,2009-03-04,false,89,64,true,4ECE2A77-1CF7-444B-80C6-E74CACB46622,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20898,999440697,adventure-works\pilar20898,,,Shipping and Receiving Supervisor,1972-09-09,S,M,2009-01-02,true,93,66,true,A2262FFB-A4D2-4676-935F-AFBBD07FE75A,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20899,999440698,adventure-works\susan20899,,,Stocker,1978-02-17,S,F,2008-12-07,false,97,68,true,CB648090-481B-4CF3-B765-BBAEA0FA0214,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20900,999440699,adventure-works\vamsi20900,,,Shipping and Receiving Clerk,1977-03-18,M,M,2008-12-07,false,95,67,true,493B83E8-8375-4791-A8BA-C8C842F9412D,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20901,999440700,adventure-works\kim20901,,,Stocker,1984-04-30,S,F,2008-12-26,false,98,69,true,97BDA629-092E-4138-BE57-D805DDFC7839,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20902,999440701,adventure-works\matthias20902,,,Shipping and Receiving Clerk,1973-11-11,M,M,2009-01-20,false,94,67,true,A7C2583C-CC4C-4DE3-8A8C-7C904339BD05,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20903,999440702,adventure-works\jimmy20903,,,Stocker,1985-05-04,M,M,2009-02-26,false,96,68,true,74471DE6-FF66-44A1-A20F-3147B7F7E658,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20904,999440703,adventure-works\david20904,,,Production Supervisor - WC40,1983-07-02,S,M,2009-01-03,false,73,56,true,E3CFF4AF-EEC5-4D64-A44A-5C746B926B06,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20905,999440704,adventure-works\paul20905,,,Production Technician - WC40,1980-11-13,S,M,2008-12-04,false,68,54,true,8FFBA689-3846-4040-9396-1802CC3E1638,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20906,999440705,adventure-works\gary20906,,,Production Technician - WC40,1988-05-16,S,M,2008-12-22,false,69,54,true,852CA1A6-D7F8-4B74-84D2-A9E10904B5C6,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20907,999440706,adventure-works\rob20907,,,Production Technician - WC40,1973-08-04,S,M,2009-02-13,false,71,55,true,EBE714F8-ACA7-4075-B486-B0560A5AED8F,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20908,999440707,adventure-works\baris20908,,,Production Technician - WC40,1990-10-07,S,M,2009-02-15,false,72,56,true,345158C5-BA2E-48C0-9179-5199E61C8976,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20909,999440708,adventure-works\nicole20909,,,Production Technician - WC40,1986-04-09,M,F,2009-02-22,false,67,53,true,EA8D8E4C-491B-4349-BCD2-D028926DD1E9,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20910,999440709,adventure-works\michael20910,,,Production Technician - WC40,1991-01-04,S,M,2009-01-10,false,70,55,true,A1935853-A33D-4272-A753-1F8D671130B4,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20911,999440710,adventure-works\eric20911,,,Production Supervisor - WC20,1985-01-19,M,M,2009-01-14,false,40,40,true,8AA07D59-EFA5-476C-9DDF-4CD48355EF4B,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20912,999440711,adventure-works\ivo20912,,,Production Technician - WC20,1982-01-03,M,M,2008-12-04,false,9,24,true,A965C448-88E5-4090-A362-15262CF7089E,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20913,999440712,adventure-works\sylvester20913,,,Production Technician - WC20,1970-11-12,M,M,2009-12-11,false,4,22,true,A937858C-FFE9-4AF8-A81C-A31B10642B03,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20914,999440713,adventure-works\anibal20914,,,Production Technician - WC20,1974-09-05,S,F,2009-02-23,false,8,24,true,95F7F268-3AF5-447B-9ED7-226A012C50A9,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20915,999440714,adventure-works\samantha20915,,,Production Technician - WC20,1987-11-22,M,F,2009-02-04,false,7,23,true,0C38F527-ABBE-4D7C-9CA5-B9DB372AB5FE,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20916,999440715,adventure-works\hung-fu20916,,,Production Technician - WC20,1971-10-23,S,M,2010-01-06,false,0,20,true,4401C7AE-840B-4A81-9491-7286004EFCAB,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20917,999440716,adventure-works\prasanna20917,,,Production Technician - WC20,1953-04-30,M,M,2010-01-22,false,5,22,true,1F425AF6-5B6D-48FC-8884-E8172EBA78B9,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20918,999440717,adventure-works\min20918,,,Production Technician - WC20,1974-09-10,M,M,2010-01-24,false,1,20,true,F22D0D71-2C2A-4D03-A8D3-9136F2CE76E7,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20919,999440718,adventure-works\olinda20919,,,Production Technician - WC20,1970-04-04,S,F,2010-03-04,false,3,21,true,3ABA74A1-21E2-4F6C-8123-1BECA5EFF18F,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20920,999440719,adventure-works\krishna20920,,,Production Technician - WC20,1971-09-05,S,M,2010-02-13,false,2,21,true,8E53591C-76FD-4F89-8911-D9D79439B1D5,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20921,999440720,adventure-works\paul20921,,,Production Technician - WC20,1990-11-04,M,M,2009-01-17,false,6,23,true,2D6D7FF8-4723-49E5-AB90-B478A70CC067,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20922,999440721,adventure-works\cynthia20922,,,Production Supervisor - WC30,1981-08-18,S,F,2009-01-27,false,69,54,true,DD044446-997B-44F8-AB9C-677BD8C20C2C,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20923,999440722,adventure-works\jianshuo20923,,,Production Technician - WC30,1989-06-25,S,M,2008-12-07,false,36,38,true,0DE9CFE9-72F8-4C3F-9EDA-969CF6FC9B3F,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20924,999440723,adventure-works\sandra20924,,,Production Technician - WC30,1975-11-05,M,F,2008-12-26,false,37,38,true,BE902AFE-127E-4E7F-B82C-B29EC5392B66,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20925,999440724,adventure-works\jason20925,,,Production Technician - WC30,1988-12-07,S,M,2009-01-14,false,38,39,true,DCC10D65-5C6F-49D9-AA28-0FA4496691C6,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20926,999440725,adventure-works\andy20926,,,Production Technician - WC30,1983-10-20,M,M,2009-01-31,false,39,39,true,49AA380A-05D8-4E78-8777-356F0B5357F6,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20927,999440726,adventure-works\michael20927,,,Production Technician - WC30,1982-09-18,M,M,2009-02-26,false,35,37,true,89D79C42-B9FB-4D50-BEEC-C9A7DA5E1508,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20928,999440727,adventure-works\rostislav20928,,,Production Technician - WC30,1977-09-13,M,M,2009-02-19,false,40,40,true,34B3F547-06B1-47C7-B25D-A1427FDC6A33,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20929,999440728,adventure-works\yuhong20929,,,Production Supervisor - WC20,1977-04-06,M,M,2009-02-01,false,41,40,true,E0EF2E16-A18B-49EA-AD64-B1B2CC8A62E1,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20930,999440729,adventure-works\hanying20930,,,Production Technician - WC20,1974-10-16,S,M,2008-12-16,false,15,27,true,C0564880-F0FF-4E48-8128-01AF4ECEEDAC,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20931,999440730,adventure-works\raymond20931,,,Production Technician - WC20,1967-03-02,M,M,2008-12-23,false,10,25,true,21EAE172-C8E0-4BC8-AA55-28FB86DB910C,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20932,999440731,adventure-works\fadi20932,,,Production Technician - WC20,1989-02-15,S,M,2009-01-04,false,16,28,true,83D08095-65C4-4B5E-BA55-E753028EE375,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20933,999440732,adventure-works\lane20933,,,Production Technician - WC20,1974-09-23,M,M,2009-01-11,false,11,25,true,8E7E7B7F-1205-470B-83D4-933E38B4D217,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20934,999440733,adventure-works\linda20934,,,Production Technician - WC20,1977-10-05,S,F,2009-02-03,false,12,26,true,2DB81433-17D5-4F23-8CA6-E05D6237E17B,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20935,999440734,adventure-works\shelley20935,,,Production Technician - WC20,1986-12-08,S,F,2009-03-07,false,14,27,true,3611D403-C1BE-46FD-866B-5623DB589DCA,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20936,999440735,adventure-works\terrence20936,,,Production Technician - WC20,1984-12-08,S,M,2009-02-16,false,13,26,true,549E1229-E207-4DF6-B249-7CF42D11D7E4,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20937,999440736,adventure-works\jeff20937,,,Production Supervisor - WC45,1977-01-15,M,M,2009-01-21,false,74,57,true,7098CF79-F115-451E-92B0-E2309A4E63D6,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20938,999440737,adventure-works\kirk20938,,,Production Technician - WC45,1985-02-06,S,M,2008-12-15,false,74,57,true,83D4BB6D-8180-4165-8E96-03CF8D651D7B,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20939,999440738,adventure-works\laura20939,,,Production Technician - WC45,1980-12-25,S,F,2009-01-03,false,75,57,true,6E5C02EF-F2F6-4629-8610-760EBA642D2E,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20940,999440739,adventure-works\alex20940,,,Production Technician - WC45,1990-04-13,M,M,2009-02-08,false,77,58,true,48A40854-065A-4320-A2DF-F0BE0034977F,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20941,999440740,adventure-works\andrew20941,,,Production Technician - WC45,1988-09-24,S,M,2009-03-06,false,73,56,true,A498F12D-1313-45FC-AAF8-0A973FAC88ED,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20942,999440741,adventure-works\chris20942,,,Production Technician - WC45,1988-12-16,M,M,2009-01-22,false,76,58,true,BA2D4C33-688B-40AB-928F-73BCF5277E48,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20943,999440742,adventure-works\jack20943,,,Production Supervisor - WC30,1983-06-22,S,M,2009-02-21,false,68,54,true,7D7AEEB5-876F-4452-99AA-2CC5EA2DCB64,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20944,999440743,adventure-works\david20944,,,Production Technician - WC30,1979-11-02,S,M,2008-12-02,false,25,32,true,25C28CC1-93E9-4F25-A8FA-DC2401068954,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20945,999440744,adventure-works\garrett20945,,,Production Technician - WC30,1984-08-25,S,M,2008-12-07,false,34,37,true,7CD2E57C-4629-4DE9-9BBE-BC8D79421FE5,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20946,999440745,adventure-works\susan20946,,,Production Technician - WC30,1983-04-02,S,F,2008-12-14,false,31,35,true,E220E4CA-0759-42AD-9B50-39B4ECFFAA25,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20947,999440746,adventure-works\george20947,,,Production Technician - WC30,1977-04-16,M,M,2008-12-21,false,26,33,true,890FF295-3F98-4EC1-9AFE-F27F0AAFC6CE,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20948,999440747,adventure-works\david20948,,,Production Technician - WC30,1981-08-03,S,M,2009-01-02,false,32,36,true,C7135EE4-5E11-4385-9FA9-B35F69FE4A6A,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20949,999440748,adventure-works\marc20949,,,Production Technician - WC30,1986-10-24,M,M,2009-01-16,false,22,31,true,014CDD21-26D9-4A05-89C5-EC467C3C93A4,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20950,999440749,adventure-works\eugene20950,,,Production Technician - WC30,1987-07-15,S,M,2009-01-21,false,33,36,true,BC3768AB-02F7-46C1-8D60-630BBC47DFB0,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20951,999440750,adventure-works\benjamin20951,,,Production Technician - WC30,1986-01-05,S,M,2009-01-27,false,28,34,true,5BCD1EEA-94A9-4488-8E13-EF2EE9755AB3,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20952,999440751,adventure-works\reed20952,,,Production Technician - WC30,1989-01-08,M,M,2009-02-02,false,23,31,true,D4D9FF11-AFD9-4E5B-ACD0-EC0E1D032F7F,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20953,999440752,adventure-works\david20953,,,Production Technician - WC30,1985-09-23,M,M,2009-02-14,false,29,34,true,A14876E8-B624-48DC-9533-31B2FCB7F89C,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20954,999440753,adventure-works\russell20954,,,Production Technician - WC30,1982-02-11,M,M,2009-02-21,false,24,32,true,A6F004B5-553A-40DF-972A-1DA01DB7969B,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20955,999440754,adventure-works\john20955,,,Production Technician - WC30,1982-03-24,S,M,2009-03-03,false,27,33,true,17B5D0CF-0660-42AA-BD91-3D54A6616B3F,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20956,999440755,adventure-works\jan20956,,,Production Technician - WC30,1974-11-15,S,M,2009-03-05,false,30,35,true,A75E30FC-F3D3-433B-A8E7-2D7F8B15C6DC,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20957,999440756,adventure-works\katie20957,,,Production Supervisor - WC20,1984-11-18,S,F,2009-02-20,false,42,41,true,5982BE45-6E53-4286-B88F-5E0B03EEDA87,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20958,999440757,adventure-works\michael20958,,,Production Technician - WC20,1984-11-17,S,M,2008-12-09,false,20,30,true,ACAD33C0-61A0-49EA-96E8-84C6047E8CC7,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20959,999440758,adventure-works\nitin20959,,,Production Technician - WC20,1986-12-01,S,M,2008-12-28,false,21,30,true,BAE0F1A4-B268-4AE4-B45B-9A6A11BCDAAA,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20960,999440759,adventure-works\barbara20960,,,Production Technician - WC20,1979-07-02,M,F,2009-01-22,false,17,28,true,02FF0985-1127-4920-9614-A598928B92C9,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20961,999440760,adventure-works\john20961,,,Production Technician - WC20,1986-04-05,M,M,2009-02-09,false,18,29,true,BFE5B52C-F12D-40A2-BF13-66D8AD2613FA,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20962,999440761,adventure-works\stefen20962,,,Production Technician - WC20,1975-12-21,S,M,2009-02-28,false,19,29,true,749BDFE0-C17F-43BD-8117-AEFAB61730E2,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20963,999440762,adventure-works\shane20963,,,Production Supervisor - WC45,1990-05-24,S,M,2009-02-08,false,75,57,true,9D4FC196-BE5B-48EC-9131-B9B7B22729D5,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20964,999440763,adventure-works\yvonne20964,,,Production Technician - WC45,1989-04-15,M,F,2008-12-09,false,79,59,true,12C2F0A7-D371-47CD-A594-07EB76F39E63,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20965,999440764,adventure-works\douglas20965,,,Production Technician - WC45,1985-11-24,M,M,2008-12-27,false,80,60,true,5142F72B-B4CD-41F1-B65F-5340B08988A0,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20966,999440765,adventure-works\janeth20966,,,Production Technician - WC45,1972-07-24,S,F,2009-01-15,false,81,60,true,B93ABE7B-2037-44E3-BC08-10FDBD2DE073,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20967,999440766,adventure-works\robert20967,,,Production Technician - WC45,1985-02-28,S,M,2009-02-02,false,82,61,true,0FDEF66F-34AB-49D8-AD1A-FD8A4BDE211C,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20968,999440767,adventure-works\lionel20968,,,Production Technician - WC45,1988-03-14,S,M,2009-02-26,false,78,59,true,4F17FC7D-EB6A-477C-937B-7FBB4289250C,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20969,999440768,adventure-works\brenda20969,,,Production Supervisor - WC40,1983-02-28,M,F,2009-03-05,false,71,55,true,148FFFD9-5904-4253-A731-D69ADC77A50B,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20970,999440769,adventure-works\alejandro20970,,,Production Technician - WC40,1988-12-05,S,M,2008-12-06,false,52,46,true,508EED03-8322-4282-B7F3-7BD3466197E8,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20971,999440770,adventure-works\fred20971,,,Production Technician - WC40,1989-06-25,S,M,2008-12-12,false,47,43,true,C0907152-77D3-464F-8215-DB291795CC40,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20972,999440771,adventure-works\kevin20972,,,Production Technician - WC40,1985-12-25,S,M,2008-12-17,false,58,49,true,FEEB0926-2E0F-46DD-A968-73F28BAB7C85,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20973,999440772,adventure-works\shammi20973,,,Production Technician - WC40,1980-10-04,M,M,2008-12-24,false,53,46,true,0A67EEC4-23C3-4D26-8ED3-D29322224C5D,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20974,999440773,adventure-works\rajesh20974,,,Production Technician - WC40,1977-10-04,M,M,2008-12-31,false,48,44,true,1430C0E7-84DD-452C-A562-59CCA6EC6D35,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20975,999440774,adventure-works\lorraine20975,,,Production Technician - WC40,1988-11-26,M,F,2009-01-04,false,49,44,true,752D58AD-B978-4EB0-A059-4B813204641B,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20976,999440775,adventure-works\paula20976,,,Production Technician - WC40,1987-02-10,M,F,2009-01-12,false,54,47,true,46B3C974-B5BA-4C21-B0CF-1949F39F7EA6,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20977,999440776,adventure-works\frank20977,,,Production Technician - WC40,1987-09-06,M,M,2009-01-17,false,56,48,true,7611EE51-516F-4A1A-938E-2FCDB9A1194F,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20978,999440777,adventure-works\brian20978,,,Production Technician - WC40,1977-02-10,S,M,2009-01-29,false,55,47,true,ABAB76B2-6FC0-4C1B-B9D4-FEDA42374DBA,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20979,999440778,adventure-works\tawana20979,,,Production Technician - WC40,1989-11-10,S,M,2009-02-05,false,50,45,true,9A4FA7BE-B6B9-4EF3-AB62-6CE42096D155,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20980,999440779,adventure-works\ken20980,,,Production Technician - WC40,1981-05-28,M,M,2009-02-24,false,51,45,true,B87B47A0-6254-44F0-93E7-E673652673A0,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20981,999440780,adventure-works\gabe20981,,,Production Technician - WC40,1988-05-10,M,M,2009-03-08,false,57,48,true,E525D083-916B-44BB-AA69-CE67D65AE3BF,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20982,999440781,adventure-works\lori20982,,,Production Supervisor - WC45,1980-07-18,S,F,2009-02-26,false,76,58,true,45954E48-1FF9-46E0-94A2-FC9FF033DAA9,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20983,999440782,adventure-works\stuart20983,,,Production Technician - WC45,1962-09-13,S,M,2008-12-02,false,84,62,true,DB9ABD88-EA2E-4214-9324-59B25518AAFA,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20984,999440783,adventure-works\greg20984,,,Production Technician - WC45,1970-10-18,S,M,2008-12-02,false,85,62,true,64906F2E-1952-4F96-BB05-9EC584E63009,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20985,999440784,adventure-works\scott20985,,,Production Technician - WC45,1987-02-10,M,M,2009-01-08,false,86,63,true,6CAE9C4C-2B69-43A0-A6D7-FBE5DC3CEA1D,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20986,999440785,adventure-works\kathie20986,,,Production Technician - WC45,1990-11-01,M,F,2009-01-27,false,87,63,true,CAB2CE12-DC74-46DD-A764-83DC151574FC,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20987,999440786,adventure-works\belinda20987,,,Production Technician - WC45,1969-09-17,S,F,2009-02-20,false,83,61,true,5411CA25-3EC0-4BEC-BAE8-4E3B4070712B,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20988,999440787,adventure-works\hazem20988,,,Quality Assurance Manager,1977-10-26,S,M,2009-02-28,true,80,60,true,CF882247-AD62-4683-914B-496F11231592,2014-12-26T09:17:08.637Z,2025-04-24T15:09:33.120Z
20989,999440788,adventure-works\peng20989,,,Quality Assurance Supervisor,1976-03-18,M,M,2008-12-09,true,81,60,true,CA93B431-65B3-4040-BC08-35A8F8192B1C,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20990,999440789,adventure-works\sootha20990,,,Quality Assurance Technician,1966-12-05,M,M,2010-02-23,false,85,62,true,1F64EDEA-10BB-4C65-A71F-D3BA15B5C3ED,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20991,999440790,adventure-works\andreas20991,,,Quality Assurance Technician,1989-03-28,M,M,2009-02-02,false,84,62,true,2F20EA5B-F727-4DEA-9EE8-B11B40122732,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20992,999440791,adventure-works\mark20992,,,Quality Assurance Technician,1986-04-30,S,M,2009-01-15,false,83,61,true,C2500D51-C221-4C43-A6F2-535D6196B900,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20993,999440792,adventure-works\sean20993,,,Quality Assurance Technician,1976-03-06,S,M,2008-12-28,false,82,61,true,DD752CC6-0E77-4A3C-A99C-6275D4458183,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20994,999440793,adventure-works\zainal20994,,,Document Control Manager,1976-01-30,M,M,2009-01-04,false,77,58,true,349F8D4D-C749-4B30-A8FE-537B724C55B1,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20995,999440794,adventure-works\tengiz20995,,,Control Specialist,1990-04-28,S,M,2008-12-16,false,76,58,true,B8037DF6-384E-4882-9B5A-54D89975BB68,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
20996,999440795,adventure-works\sean20996,,,Document Control Assistant,1987-03-12,S,M,2009-01-22,false,78,59,true,7AD2587A-AE29-4C9E-81F8-E2FBA88E2CA1,2014-06-30T00:00:00.000Z,2025-04-24T15:09:33.120Z
